Spreadsheet: test items,BA ,Accuracy,mode,Participant,Category
約翰對考一百分有十足的把握。,否,1,BA Model,1014,The V component of V-V Compound Verb
他把水燒了半天。,是,1,BA Model,1014,VDO
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,BA Model,1014,VDO
芭蕾把桿是芭蕾舞者的必備工具。,否,1,BA Model,1014,The N component of N-N Compound Noun
我把字典借給老王。,是,1,BA Model,1014,VDO
清剿行動旨在把叛軍驅離馬其頓。,是,1,BA Model,1014,VDO
壽司店童抓起整把筷子。,否,1,BA Model,1014,Classifier
提起修理手錶，陳師傅可是老把式呢。,否,1,BA Model,1014,The N component of N-N-N Compound Noun
他把這電影看了三遍。,是,1,BA Model,1014,VDO
他把便宜佔盡了。,是,1,BA Model,1014,VDO
他把我罵三次了。,是,1,BA Model,1014,VDO
老王把持健康的生活態度，期盼能長命百歲。,否,1,BA Model,1014,The V component of V-V Compound Verb
他把橘子剝了皮。,是,1,BA Model,1014,SCS
他把我哭得心煩。,是,1,BA Model,1014,SCS
老王在街口等了個把時辰。,否,1,BA Model,1014,Classifier
九把刀的新書讓約翰愛不釋手。,否,1,BA Model,1014,The N component of N-N-N Compound Noun
新款吹風機設計成超好握的握把。,否,1,BA Model,1014,The N component of V-N Compound Noun
媽媽要小明再加把勁。,否,1,BA Model,1014,Classifier
他把一個大好機會錯過了。,是,1,BA Model,1014,VDO
兇手推了約翰一把。,否,1,BA Model,1014,Classifier
約翰用拖把拖地。,否,1,BA Model,1014,The N component of V-N Compound Noun
球拍握把要定期更換。,否,1,BA Model,1014,The N component of V-N Compound Noun
國際石油組織誓言把油價維持在二十二美元以上。,是,1,BA Model,1014,VDO
新上任的發言人是外交部第一把交椅。,否,1,BA Model,1014,Classifier
他把你恨透了。,是,1,BA Model,1014,VDO
新手媽媽每天要幫小孩把屎把尿。,否,1,BA Model,1014,The V component of V-N-V-N Compound Verb
面對各種誘惑，要學習把持得住。,否,1,BA Model,1014,The V component of V-V Compound Verb
用意就是要讓業者好好思考要把票投給誰。,是,1,BA Model,1014,VDO
善於攏絡人心的政治人物知道如何把持群眾的心。,否,1,BA Model,1014,The V component of V-V Compound Verb
他把菜炒爛了。,是,1,BA Model,1014,VDO
他把手摀在耳朵上。,是,1,BA Model,1014,VDO
歹徒一把火燒光了她家。,否,1,BA Model,1014,Classifier
盡情把酒言歡是老王的夢想。,否,1,BA Model,1014,The V component of V-N-V-N Compound Verb
我們得先把這問題想一想。,是,1,BA Model,1014,VDO
天氣把狗熱得都不叫了。,是,1,BA Model,1014,SCS
西藏喇嘛們應該把西藏佛法傳到台灣。,是,1,BA Model,1014,SCS
這把戲偵探一眼就看破了。,否,1,BA Model,1014,The N component of N-N Compound Noun
約翰替那位老婦人捏了把冷汗。,否,1,BA Model,1014,Classifier
老師手把手教小明寫作業。,否,1,BA Model,1014,The V component of N-V-N Phrase
超市裡三把蔥特價五十塊。,否,1,BA Model,1014,Classifier
新聞局應該把自己做的廣告拿出來看一看。,是,1,BA Model,1014,VDO
政府會把產品品牌的勞動製造條件公諸於眾。,是,1,BA Model,1014,SCS
新球拍的握把很好握。,否,1,BA Model,1014,The N component of V-N Compound Noun
街亭有兵把守。,否,1,BA Model,1014,The V component of V-V Compound Verb
中醫師替小明把脈。,否,1,BA Model,1014,The V component of V-N Compound Verb
帥哥把妹很容易。,否,1,BA Model,1014,The V component of V-N Compound Verb
趙六把持著整個公司的運作。,否,1,BA Model,1014,The V component of V-V Compound Verb
那個女孩把手帕哭得沒有人敢摸。,是,1,BA Model,1014,SCO
約翰用把手開鎖。,否,1,BA Model,1014,The N component of N-N Compound Noun
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,BA Model,1014,SCS
你把這封信寫了，我們就出去。,是,1,BA Model,1014,VDO
土匪把他殺了父親。,是,1,BA Model,1014,SCS
約翰把握老闆給的機會。,否,1,BA Model,1014,The V component of V-V Compound Verb
喇嘛要把正確的佛法告訴他們。,是,1,BA Model,1014,VDO
約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否,1,BA Model,1014,The N component of N-N Compound Noun
他把我冷得直哆嗦。,是,1,BA Model,1014,SCS
約翰抓起一把塵土撒向大海。,否,1,BA Model,1014,Classifier
委員把修法過程像錄影帶般倒帶。,是,0,BA Model,1014,VDO
未來有可能會把這些勞動規約標準統一化。,是,1,BA Model,1014,VDO
要懂得把握時機才能爭取升職。,否,1,BA Model,1014,The V component of V-V Compound Verb
天氣把我冷得直打顫。,是,1,BA Model,1014,SCS
政府替人民把關食品安全。,否,1,BA Model,1014,The V component of V-N Compound Verb
他把我問了很難的問題。,是,1,BA Model,1014,VIO
他把酒不停地喝。,是,1,BA Model,1014,VDO
女演員懂得如何把持好情緒。,否,1,BA Model,1014,The V component of V-V Compound Verb
約翰把柄在人手裡，不得不對人言聽計從。,否,1,BA Model,1014,The N component of N-N Compound Noun
他會把你踢好幾腳。,是,1,BA Model,1014,VDO
清淡的交投並無法把油價推升至二十五美元以上。,是,1,BA Model,1014,VDO
妹妹把玩地上的玩具。,否,1,BA Model,1014,The V component of V-V Compound Verb
呼籲選民在年底立委選舉中把票投給愛台灣的人。,是,1,BA Model,1014,VDO
學校把書賣給學生。,是,1,BA Model,1014,VDO
他總是把家保持得很乾淨。,是,1,BA Model,1014,SCS
教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是,1,BA Model,1014,VDO
做壞事的同學要小明在教室門口把風。,否,1,BA Model,1014,The V component of V-N Compound Verb
西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否,1,BA Model,1014,Classifier
國際石油組織將把日產量減產五十萬桶。,是,1,BA Model,1014,SCS
他把我們哭得都不敢笑了。,是,1,BA Model,1014,SCS
約翰在緊要關頭拉了老王一把。,否,1,BA Model,1014,Classifier
媽媽眼明手快的從人群中一把抓住特價商品。,否,1,BA Model,1014,Classifier
媽媽拿著一把刀切菜。,否,1,BA Model,1014,Classifier
他希望把這個獎與所有中國人分享。,是,1,BA Model,1015,VDO
天氣把我冷得直打顫。,是,1,BA Model,1015,SCS
超市裡三把蔥特價五十塊。,否,1,BA Model,1015,Classifier
他把臉塗滿了灰。,是,1,BA Model,1015,VDO
只有先把政治議題放一邊才能建立彼此信任。,是,1,BA Model,1015,SCS
他會把你踢好幾腳。,是,1,BA Model,1015,VDO
約翰對考一百分有十足的把握。,否,1,BA Model,1015,The V component of V-V Compound Verb
新款吹風機設計成超好握的握把。,否,1,BA Model,1015,The N component of V-N Compound Noun
呼籲選民在年底立委選舉中把票投給愛台灣的人。,是,1,BA Model,1015,VDO
約翰替那位老婦人捏了把冷汗。,否,1,BA Model,1015,Classifier
約翰用把手開鎖。,否,1,BA Model,1015,The N component of N-N Compound Noun
天氣把狗熱得都不叫了。,是,1,BA Model,1015,SCS
他把酒不停地喝。,是,1,BA Model,1015,VDO
他把菜炒爛了。,是,1,BA Model,1015,VDO
歹徒身旁散落著兩把手槍。,否,1,BA Model,1015,Classifier
媽媽眼明手快的從人群中一把抓住特價商品。,否,1,BA Model,1015,Classifier
西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否,1,BA Model,1015,Classifier
街亭有兵把守。,否,1,BA Model,1015,The V component of V-V Compound Verb
帥哥把妹很容易。,否,1,BA Model,1015,The V component of V-N Compound Verb
壽司店童抓起整把筷子。,否,1,BA Model,1015,Classifier
他希望把這個獎獻給他的太太和兒子。,是,1,BA Model,1015,VDO
新手媽媽每天要幫小孩把屎把尿。,否,1,BA Model,1015,The V component of V-N-V-N Compound Verb
美國政府把控兩岸局勢。,否,1,BA Model,1015,The V component of V-V Compound Verb
四把椅子劇團在台北市的劇場表演。,否,1,BA Model,1015,The N component of N-N-N-N Compound Noun
教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是,1,BA Model,1015,VDO
土匪把他殺了父親。,是,1,BA Model,1015,SCS
妹妹把玩地上的玩具。,否,1,BA Model,1015,The V component of V-V Compound Verb
他已經把行李拿出來了。,是,1,BA Model,1015,VDO
用意就是要讓業者好好思考要把票投給誰。,是,1,BA Model,1015,VDO
他把我罵三次了。,是,1,BA Model,1015,VDO
做壞事的同學要小明在教室門口把風。,否,1,BA Model,1015,The V component of V-N Compound Verb
盡情把酒言歡是老王的夢想。,否,1,BA Model,1015,The V component of V-N-V-N Compound Verb
西藏喇嘛們應該把西藏佛法傳到台灣。,是,1,BA Model,1015,SCS
他把這電影看了三遍。,是,1,BA Model,1015,VDO
家長都希望小孩補習能學習一把罩。,否,1,BA Model,1015,Classifier
他把我冷得直哆嗦。,是,1,BA Model,1015,SCS
球拍握把要定期更換。,否,1,BA Model,1015,The N component of V-N Compound Noun
他把華人民族音樂散佈到更多西方國度中。,是,1,BA Model,1015,VDO
委員把修法過程像錄影帶般倒帶。,是,0,BA Model,1015,VDO
清剿行動旨在把叛軍驅離馬其頓。,是,1,BA Model,1015,VDO
國際石油組織將把日產量減產五十萬桶。,是,1,BA Model,1015,SCS
他把腿走得很酸。,是,1,BA Model,1015,SCS
九把刀的新書讓約翰愛不釋手。,否,1,BA Model,1015,The N component of N-N-N Compound Noun
把門將士抵擋不住敵人攻城。,否,1,BA Model,1015,The V component of V-N Compound Verb
你把這封信寫了，我們就出去。,是,1,BA Model,1015,VDO
他把水燒了半天。,是,1,BA Model,1015,VDO
約翰抓起一把塵土撒向大海。,否,1,BA Model,1015,Classifier
新款握把布改良了舊款的缺點。,否,1,BA Model,1015,The N component of V-N-N Compound Noun
約翰把玩著魔術方塊。,否,1,BA Model,1015,The V component of V-V Compound Verb
趙六把持著整個公司的運作。,否,1,BA Model,1015,The V component of V-V Compound Verb
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,BA Model,1015,VDO
他把便宜佔盡了。,是,1,BA Model,1015,VDO
政府替人民把關食品安全。,否,1,BA Model,1015,The V component of V-N Compound Verb
要懂得把握時機才能爭取升職。,否,1,BA Model,1015,The V component of V-V Compound Verb
他把悲傷化成力量。,是,1,BA Model,1015,SCS
他把一個大好機會錯過了。,是,1,BA Model,1015,VDO
他把蘋果吃了。,是,1,BA Model,1015,VDO
喇嘛要把正確的佛法告訴他們。,是,1,BA Model,1015,VDO
媽媽拿著一把刀切菜。,否,1,BA Model,1015,Classifier
車門門把生鏽了。,否,1,BA Model,1015,The N component of N-N Compound Noun
他把我們哭得都不敢笑了。,是,1,BA Model,1015,SCS
他把橘子剝了皮。,是,1,BA Model,1015,SCS
善於攏絡人心的政治人物知道如何把持群眾的心。,否,1,BA Model,1015,The V component of V-V Compound Verb
歹徒一把火燒光了她家。,否,1,BA Model,1015,Classifier
新上任的發言人是外交部第一把交椅。,否,1,BA Model,1015,Classifier
女演員懂得如何把持好情緒。,否,1,BA Model,1015,The V component of V-V Compound Verb
未來有可能會把這些勞動規約標準統一化。,是,1,BA Model,1015,VDO
他把你恨透了。,是,1,BA Model,1015,VDO
約翰把握老闆給的機會。,否,1,BA Model,1015,The V component of V-V Compound Verb
這把戲偵探一眼就看破了。,否,1,BA Model,1015,The N component of N-N Compound Noun
他把手摀在耳朵上。,是,1,BA Model,1015,VDO
老王在街口等了個把時辰。,否,1,BA Model,1015,Classifier
約翰用拖把拖地。,否,1,BA Model,1015,The N component of V-N Compound Noun
他總是把家保持得很乾淨。,是,1,BA Model,1015,SCS
這瓶酒把李四醉得站不起來。,是,1,BA Model,1015,SCS
新聞局應該把自己做的廣告拿出來看一看。,是,1,BA Model,1015,VDO
清淡的交投並無法把油價推升至二十五美元以上。,是,1,BA Model,1015,VDO
那個女孩把手帕哭得沒有人敢摸。,是,1,BA Model,1015,SCO
我會把書放在桌上。,是,1,BA Model,1015,VDO
新球拍的握把很好握。,否,1,BA Model,1015,The N component of V-N Compound Noun
學校把書賣給學生。,是,1,BA Model,1015,VDO
媽媽要小明再加把勁。,否,1,BA Model,1015,Classifier
我把字典借給老王。,是,1,BA Model,1015,VDO
老師手把手教小明寫作業。,否,1,BA Model,1015,The V component of N-V-N Phrase
約翰在緊要關頭拉了老王一把。,否,1,BA Model,1015,Classifier
老王把持健康的生活態度，期盼能長命百歲。,否,1,BA Model,1015,The V component of V-V Compound Verb
兇手推了約翰一把。,否,1,BA Model,1015,Classifier
中醫師替小明把脈。,否,1,BA Model,1015,The V component of V-N Compound Verb
提起修理手錶，陳師傅可是老把式呢。,否,1,BA Model,1015,The N component of N-N-N Compound Noun
我們得先把這問題想一想。,是,1,BA Model,1015,VDO
他把我問了很難的問題。,是,1,BA Model,1015,VIO
約翰把柄在人手裡，不得不對人言聽計從。,否,1,BA Model,1015,The N component of N-N Compound Noun
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,BA Model,1015,SCS
芭蕾把桿是芭蕾舞者的必備工具。,否,1,BA Model,1015,The N component of N-N Compound Noun
國際石油組織誓言把油價維持在二十二美元以上。,是,1,BA Model,1015,VDO
約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否,1,BA Model,1015,The N component of N-N Compound Noun
他把我哭得心煩。,是,1,BA Model,1015,SCS
面對各種誘惑，要學習把持得住。,否,1,BA Model,1015,The V component of V-V Compound Verb
約翰每一把都贏。,否,1,BA Model,1015,Classifier
政府會把產品品牌的勞動製造條件公諸於眾。,是,1,BA Model,1015,SCS
他把水燒了半天。,是,1,BA Model,1016,VDO
我們得先把這問題想一想。,是,1,BA Model,1016,VDO
媽媽要小明再加把勁。,否,1,BA Model,1016,Classifier
未來有可能會把這些勞動規約標準統一化。,是,1,BA Model,1016,VDO
新球拍的握把很好握。,否,1,BA Model,1016,The N component of V-N Compound Noun
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,BA Model,1016,VDO
清剿行動旨在把叛軍驅離馬其頓。,是,1,BA Model,1016,VDO
老王在街口等了個把時辰。,否,1,BA Model,1016,Classifier
用意就是要讓業者好好思考要把票投給誰。,是,1,BA Model,1016,VDO
他已經把行李拿出來了。,是,1,BA Model,1016,VDO
壽司店童抓起整把筷子。,否,1,BA Model,1016,Classifier
他把悲傷化成力量。,是,1,BA Model,1016,SCS
土匪把他殺了父親。,是,1,BA Model,1016,SCS
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,BA Model,1016,SCS
新聞局應該把自己做的廣告拿出來看一看。,是,1,BA Model,1016,VDO
他希望把這個獎獻給他的太太和兒子。,是,1,BA Model,1016,VDO
約翰對考一百分有十足的把握。,否,1,BA Model,1016,The V component of V-V Compound Verb
喇嘛要把正確的佛法告訴他們。,是,1,BA Model,1016,VDO
媽媽拿著一把刀切菜。,否,1,BA Model,1016,Classifier
天氣把我冷得直打顫。,是,1,BA Model,1016,SCS
老王把持健康的生活態度，期盼能長命百歲。,否,1,BA Model,1016,The V component of V-V Compound Verb
他把手摀在耳朵上。,是,1,BA Model,1016,VDO
他把一個大好機會錯過了。,是,1,BA Model,1016,VDO
家長都希望小孩補習能學習一把罩。,否,1,BA Model,1016,Classifier
老師手把手教小明寫作業。,否,1,BA Model,1016,The V component of N-V-N Phrase
